crn,subject,title,course_num,credits,section,campus,days,start_dates,end_dates,times,linked
28830,APPY,"Seminar",990,0.01,02," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1230 - 1320'",""
28832,APPY,"Research &ndash; Thesis",994,15,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28833,APPY,"Research &ndash; Dissertation",996,15,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
30499,ANBI,"Introductory Animal Bioscience",110,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1220'","30500,30501"
30500,ANBI,"Introductory Animal Bioscience",110,0,L01," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1520'","30499"
30501,ANBI,"Introductory Animal Bioscience",110,0,L02," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1520'","30499"
24565,ANBI,"Animals and the Environment",375,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
25544,ANBI,"Behaviour and Welfare of Domestic Animals",411,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1020'",""
24566,ANBI,"Comparative Animal Endocrinology",420,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
28773,ANBI,"Animal Microbiomes and Health",471,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
24584,ANBI,"Literature Thesis in Animal Bioscience",492,1.5,01," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1630 - 1750'",""
24585,ANBI,"Research Thesis in Animal Bioscience",494,3,01," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1630 - 1750'",""
24273,ANSC,"Animal Breeding and Genetics",313,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0920'","24160,24161"
24160,ANSC,"Animal Breeding and Genetics",313,0,L01," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1520'","24273"
24161,ANSC,"Animal Breeding and Genetics",313,0,L02," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1450'","24273"
31108,ANSC,"Sheep and Goat Management",355,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
20399,ANSC,"Intensive Management of Beef Cattle",430,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday', 'Thursday'","'06-Jan-2026', '06-Jan-2026'","'07-Apr-2026', '07-Apr-2026'","'1030 - 1120', '1300 - 1550'",""
28774,ANSC,"Swine Production and Management",485,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday', 'Wednesday'","'06-Jan-2026', '06-Jan-2026'","'07-Apr-2026', '07-Apr-2026'","'1130 - 1220', '1330 - 1520'",""
21119,ANSC,"Literature Thesis in Animal Science",492,1.5,01," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1630 - 1750'",""
21120,ANSC,"Research Thesis in Animal Science",494,3,01," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1630 - 1750'",""
30262,ANSC,"Advanced Ruminant Nutritional Management",863,3,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
21567,ANSC,"Seminar",990,0.01,01," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1650'",""
21485,ANSC,"Research &ndash; Thesis",994,15,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
21133,ANSC,"Research &ndash; Dissertation",996,15,01," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
22854,ANTH,"One World Many Peoples Introduction to Cultural Anthropology",111,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1220'",""
20002,ANTH,"One World Many Peoples Introduction to Cultural Anthropology",111,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
20003,ANTH,"One World Many Peoples Introduction to Cultural Anthropology",111,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
31673,ANTH,"Introduction to Archaeology and Biological Anthropology The Human Journey",112,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1220'",""
31674,ANTH,"Introduction to Archaeology and Biological Anthropology The Human Journey",112,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
31940,ANTH,"Introduction to Archaeology and Biological Anthropology The Human Journey",112,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
32350,ANTH,"Introduction to Near Eastern and Classical Archaeology",116,3,62," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
23280,ANTH,"Cross Cultural Perspectives on Health and Illness",231,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
32440,ANTH,"Introduction to Archaeological Science",250,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'","32442,32441,32443"
32441,ANTH,"Introduction to Archaeological Science",250,0,L01," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'","32440"
32442,ANTH,"Introduction to Archaeological Science",250,0,L02," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'","32440"
32443,ANTH,"Introduction to Archaeological Science",250,0,L03," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1720'","32440"
31675,ANTH,"Introduction to Archaeological Interpretation",251,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1050'",""
32351,ANTH,"Archaeology of Ancient Mesopotamia",258,3,62," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
32445,ANTH,"Human Evolution",270,3,2," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'1230 - 1320'","32450,32451,32447,32449"
32447,ANTH,"Human Evolution",270,0,L01," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'","32445"
32449,ANTH,"Human Evolution",270,0,L02," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1720'","32445"
32450,ANTH,"Human Evolution",270,0,L03," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'","32445"
32451,ANTH,"Human Evolution",270,0,L04," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1720'","32445"
28266,ANTH,"Cultural Change, Globalization and Development",339,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
32454,ANTH,"Birth and Sex and Death Anthropological Life Course Perspectives",390,3,2," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1520'",""
29739,ANTH,"Contemporary Issues in Archaeology and Anthropology",400,3,02," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1650'",""
24132,ANTH,"Independent Research in Anthropology",401,3,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32455,ANTH,"Anthropology of Healing",403,3,02," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1550'",""
23702,ANTH,"Medical Anthropology",804,3,02," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1650'",""
23333,ANTH,"Seminar",990,0.01,02," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1620'",""
23284,ANTH,"Research &ndash; Thesis",994,15,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
27568,APEC,"Seminar",990,0.01,0," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
27567,APEC,"Research &ndash; Dissertation",996,15,0," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
31088,APMC,"Advanced Quality Assurance and HACCP",852,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
21583,APMC,"Seminar",990,0.01,02," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1230 - 1320'",""
21436,APMC,"Research &ndash; Thesis",994,15,01," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
21662,APMC,"Research &ndash; Dissertation",996,15,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
25820,ARBC,"Beginning Arabic II",117,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
21395,ARCH,"Seminar",990,0.01,02," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1620'",""
20621,ARCH,"Research &ndash; Thesis",994,15,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28400,ART,"Art Today Ideas and Practices",110,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29110,ART,"Art Today Ideas and Practices",110,3,W10,"Suncrest College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29558,ART,"Art Today Ideas and Practices",110,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29113,ART,"Art Today Ideas and Practices",110,3,W40,"Northlands College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29114,ART,"Art Today Ideas and Practices",110,3,W50,"North West College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29115,ART,"Art Today Ideas and Practices",110,3,W80,"Southeast College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
31871,ART,"Foundation in Painting II",123,3,01," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
31878,ART,"Foundation in Painting II",123,3,02," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2020'",""
31885,ART,"Foundation of Drawing II",125,3,01," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
31886,ART,"Foundation of Drawing II",125,3,02," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
20005,ART,"Sculpture I Foundation",141,3,02," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
31898,ART,"Sculpture I Foundation",141,3,03," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
27227,ART,"Introductory Printmaking I",151,3,02," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
27228,ART,"Introductory Printmaking II",152,3,02," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2020'",""
20010,ART,"Foundation in Photography I",161,3,02," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
22133,ART,"Foundation in Photography I",161,3,03," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
29001,ART,"Drawing and Related Work II B",221,3,01," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
29008,ART,"Painting and Related Work II B",223,3,01," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
29108,ART,"Digital Imagery",235,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29629,ART,"Digital Imagery",235,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
20006,ART,"Sculpture and Related Work II B",242,3,02," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
27229,ART,"Intermediate Printmaking",251,3,01," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
31896,ART,"Photography III B",318,3,02," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
29009,ART,"Drawing and Related Work III B",321,3,01," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
29208,ART,"Painting and Related Work III B",323,3,01," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
30040,ART,"Printmaking III B",327,3,01," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
29176,ART,"Video Art and Sound II",330,3,01," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2020'",""
28368,ART,"Animation and Digital Space II",331,3,01," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
20007,ART,"Sculpture and Related Work III B",342,3,02," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
29012,ART,"Hands-On Photo: Historical &amp; Alternative Processes",350,3,01," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
31897,ART,"Photography IV B",418,3,02," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
20008,ART,"Sculpture and Related Work B",442,3,02," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
27836,ART,"Advncd Stdies in Art II Printm",451,3,03," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
27811,ART,"Advncd Stdies in Art IV Draw",453,3,02," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
27838,ART,"Advncd Stdies in Art IV Print",453,3,03," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
29183,ART,"Video Art and Sound III",460,3,01," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2020'",""
28369,ART,"Animation and Digital Space III",461,3,01," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
29010,ART,"Drawing and Related Work IV B",471,3,01," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
29209,ART,"Painting and Related Work IV B",473,3,01," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'0930 - 1220'",""
30039,ART,"Printmaking IV B",477,3,01," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
21531,ART,"BFA Exhibition",495,0.01,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
27886,ART,"Digital and Integrated Practice B",839,3,02," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2020'",""
32063,ART,"Digital and Integrated Practice B",839,3,03," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
21423,ART,"Sculpture B",842,3,02," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
